"","title.info","date","briefs","story.link"
"2100","Dmitry Medvedev will take part in the EU-Russia summit",2010-11-29,"Dmitry Medvedev will take part in the upcoming 26th EU-Russia summit in Brussels on December 7, 2010.","http://eng.kremlin.ru/news/1378"
"2101","Dmitry Medvedev will make an official visit to Poland on December 6–7, 2010",2010-11-29,NA,"http://eng.kremlin.ru/news/1376"
"2102","Telephone conversation with President of Uzbekistan Islam Karimov",2010-11-27,NA,"http://eng.kremlin.ru/news/1374"
"2103","Meeting of the Russian-Ukrainian Interstate Commission",2010-11-26,"The Russian-Ukrainian Interstate Commission’s latest meeting, the fourth so far and the second this year, discussed a broad range of bilateral economic, political and humanitarian relations. This was the tenth meeting between Dmitry Medvedev and Viktor Yanukovych this year.","http://eng.kremlin.ru/news/1372"
"2104","Italian Prime Minister Silvio Berlusconi will make a working visit to Russia on December 3, 2010",2010-11-26,"Dmitry Medvedev and Silvio Berlusconi will chair the seventh round of top-level Russian-Italian interstate consultations in expanded format, with members of the two countries’ governments taking part.","http://eng.kremlin.ru/news/1370"
"2105","Dmitry Medvedev will take part in the OSCE summit",2010-11-26,"Mr Medvedev will visit Kazakhstan on December 1-2, 2010, to take part in the Organisation for Security and Cooperation in Europe (OSCE) summit.","http://eng.kremlin.ru/news/1369"
"2106","Meeting with Premier of the State Council of the People’s Republic of China Wen Jiabao",2010-11-24,"Dmitry Medvedev and Wen Jiabao discussed Russian-Chinese economic cooperation and its prospects.","http://eng.kremlin.ru/news/1363"
"2107","Condolences to Prime Minister of New Zealand John Key",2010-11-24,"Dmitry Medvedev sent his condolences to Prime Minister of New Zealand John Key following the tragedy at the Pike River mine.","http://eng.kremlin.ru/news/1362"
"2108","Dmitry Medvedev will meet with Prime Minister of China Wen Jiabao on November 24, 2010",2010-11-23,"Wen Jiabao is in Russia on an official visit to take part in the 15th regular meeting between the Chinese and Russian prime ministers.","http://eng.kremlin.ru/news/1355"
"2109","Condolences to the King of Cambodia",2010-11-23,"Dmitry Medvedev sent his condolences to Cambodia’s King Narodom Sihamoni following the tragic loss of life in Phnom Penh.","http://eng.kremlin.ru/news/1354"
"2110","Meeting of the NATO-Russia Council",2010-11-20,"Dmitry Medvedev took part in a meeting of the NATO-Russia Council at the level of heads of state and government, whose main theme was Next Steps in NATO-Russia Cooperation. The Russian leader presented his proposals on building further cooperation between Russia and NATO.","http://eng.kremlin.ru/news/1343"
"2111","Meeting with President of Kazakhstan Nursultan Nazarbayev",2010-11-18,"Dmitry Medvedev and Nursultan Nazarbayev discussed the upcoming OSCE summit in Astana and bilateral relations.","http://eng.kremlin.ru/news/1329"
"2112","The third Caspian Summit",2010-11-18,"The summit, held in the capital of Azerbaijan, was attended by the heads of five littoral states: President of Russia Dmitry Medvedev, President of Azerbaijan Ilham Aliyev, President of Kazakhstan Nursultan Nazarbayev, President of Turkmenistan Gurbanguly Berdimuhamedov, and President of Iran Mahmoud Ahmadinejad.","http://eng.kremlin.ru/news/1330"
"2113","Meeting with President of Iran Mahmoud Ahmadinejad",2010-11-18,"The two heads of state discussed Iran’s nuclear programme and other issues.","http://eng.kremlin.ru/news/1328"
"2114","Meeting with President of Azerbaijan Ilham Aliyev",2010-11-18,"Dmitry Medvedev and Ilham Aliyev reviewed issues of bilateral relations and further approaches to reaching settlement on the Nagorno Karabakh conflict.","http://eng.kremlin.ru/news/1327"
"2115","Meeting with President of Armenia Serzh Sargsyan",2010-11-17,"The presidents of Russia and Armenia discussed prospects for developing bilateral relations, the regional agenda, and ways to settle the Nagorno Karabakh conflict.","http://eng.kremlin.ru/news/1323"
"2116","Joint news conference following Russian-Slovenian talks",2010-11-17,NA,"http://eng.kremlin.ru/transcripts/1322"
"2117","Russian-Slovenian talks",2010-11-17,"Dmitry Medvedev and Slovenian President Danilo Turk discussed bilateral investment cooperation in the energy sector, including on the South Stream project, and trade and economic cooperation.","http://eng.kremlin.ru/news/1320"
"2118","Beginning of meeting with President of Slovenia Danilo Turk",2010-11-17,NA,"http://eng.kremlin.ru/transcripts/1321"
"2119","Working visit by Chief of Staff of the Presidential Executive Office Sergei Naryshkin to France",2010-11-16,NA,"http://eng.kremlin.ruhttp://eng.state.kremlin.ru/face/1324"
"2120","Ratification of agreement on exchange of information among member states of the Customs Union",2010-11-16,"Dmitry Medvedev signed Federal Law On Ratification of the Agreement on Requirements to Information Exchange among Customs Bodies and Other State Agencies of the Customs Union Member States.","http://eng.kremlin.ru/acts/1317"
"2121","Meeting with Prime Minister of Lebanon Saad Hariri",2010-11-16,"The President of Russia and Prime Minister of Lebanon discussed, in particular, matters pertaining to further development and deepening of bilateral relations.","http://eng.kremlin.ru/news/1316"
"2122","Treaty on Strategic Partnership between Russia and Egypt has been submitted to State Duma",2010-11-16,"Dmitry Medvedev submitted the Treaty on Strategic Partnership between Russia and Egypt to the State Duma for ratification.","http://eng.kremlin.ru/acts/1312"
"2123","Congratulations to President of Palestinian National Authority Mahmoud Abbas",2010-11-15,"Dmitry Medvedev congratulated President of the Palestinian National Authority Mahmoud Abbas on his 75th birthday.","http://eng.kremlin.ru/news/1305"
"2124","APEC Summit",2010-11-14,"The two-day Asia Pacific Economic Cooperation (APEC) summit has ended in Yokohama.","http://eng.kremlin.ru/news/1302"
"2125","Meeting with US President Barack Obama",2010-11-14,"Dmitry Medvedev met with US President Barack Obama on the sidelines of the APEC Summit.","http://eng.kremlin.ru/news/1303"
"2126","Congratulatory message to President of Uzbekistan Islam Karimov",2010-11-14,"Dmitry Medvedev sent a congratulatory message to President of Uzbekistan Islam Karimov on the fifth anniversary of the signature of the Alliance Treaty between the Russian Federation and the Republic of Uzbekistan.","http://eng.kremlin.ru/news/1301"
"2127","Dmitry Medvedev will meet with President of Armenia Serzh Sargsyan",2010-11-13,"Dmitry Medvedev will meet with President of the Republic of Armenia Serzh Sargsyan on November 17, 2010.","http://eng.kremlin.ru/news/1307"
"2128","Meeting with President of Chile Sebastian Pinera",2010-11-13,"Dmitry Medvedev met with Sebastian Pinera on the sidelines of the APEC Summit.","http://eng.kremlin.ru/news/1300"
"2129","Meeting with Prime Minister of Japan Naoto Kan",2010-11-13,"Dmitry Medvedev met with Naoto Kan on the sidelines of the APEC Summit.","http://eng.kremlin.ru/news/1299"
"2130","Congratulations to President of Iraq Jalal Talabani",2010-11-13,"Dmitry Medvedev congratulated Jalal Talabani on his re-election as President of Iraq.","http://eng.kremlin.ru/news/1296"
"2131","Meeting with Prime Minister of New Zealand John Key",2010-11-13,"Dmitry Medvedev and John Key made the decision to start drafting the agreement on free trade between Russia, Customs Union states and New Zealand.","http://eng.kremlin.ru/news/1298"
"2132","APEC Summit",2010-11-13,"Dmitry Medvedev attended the APEC summit, taking part in the plenary meetings of the member countries’ heads of state and government, and in a meeting of the APEC leaders with the members of the APEC Business Advisory Council. The APEC leaders adopted a package of international documents. Mr Medvedev had a number of bilateral meetings on the summit’s sidelines, including a meeting with US President Barack Obama.","http://eng.kremlin.ru/visits/1304"
"2133","First day of the APEC Summit",2010-11-13,"Dmitry Medvedev took part in the APEC Summit. The first day’s agenda included a plenary meeting of the heads of APEC member states, a meeting of APEC leaders with the APEC Business Advisory Council members, and a number of bilateral meetings.","http://eng.kremlin.ru/news/1297"
"2134","Condolences to President of Pakistan",2010-11-12,"Dmitry Medvedev sent his condolences to President of Pakistan Asif Ali Zardari following a series of terrorist attacks that have caused much loss of life.","http://eng.kremlin.ru/news/1293"
"2135","G20 Summit in Seoul",2010-11-12,"The G20 heads of state and government held a working session, focusing primarily on global economic issues, international trade, and climate change.","http://eng.kremlin.ru/news/1292"
"2136","Meeting with President of China Hu Jintao",2010-11-11,"Dmitry Medvedev and President of the People’s Republic of China Hu Jintao met on the sidelines of the G20 Summit.","http://eng.kremlin.ru/news/1290"
"2137","Meeting with Prime Minister of Australia Julia Gillard",2010-11-11,"Dmitry Medvedev and Julia Gillard exchanged ratification notes on the bilateral agreement on cooperation in the use of nuclear energy for peaceful purposes.","http://eng.kremlin.ru/news/1289"
"2138","G20 summit",2010-11-11,"The G20 leaders focused primarily on global economic and international trade issues, and also climate change. The summit adopted a package of documents aimed at promoting economic growth. Dmitry Medvedev held several working meetings on the summit’s sidelines and also took part in the G20 Business Summit’s round table.","http://eng.kremlin.ru/visits/1294"
"2139","Meeting with Prime Minister of the United Kingdom David Cameron",2010-11-11,"Dmitry Medvedev and David Cameron discussed various aspects of bilateral relations, as well as the situation in Iran and North Korea and other regional issues.","http://eng.kremlin.ru/news/1288"
"2140","President of the Republic of Slovenia Danilo Turk will make an official visit to Russia on November 16–19, 2010",2010-11-10,"The summit talks will be held on November 17, 2010 in Moscow.","http://eng.kremlin.ru/news/1283"
"2141","Russian and Korean civil society can play a major part in developing bilateral relations",2010-11-10,"This was Dmitry Medvedev’s main message at a meeting of the Korea-Russia Dialogue civil society forum.","http://eng.kremlin.ru/news/1282"
"2142","Official visit to the Republic of Korea",2010-11-10,"Dmitry Medvedev held talks in Seoul with President of South Korea Lee Myung-bak.","http://eng.kremlin.ru/news/1280"
"2143","Speech at the third meeting of the Korea-Russia forum",2010-11-10,"Addressing the Korea-Russia Business Dialogue in Seoul, Dmitry Medvedev said that Russia wants to encourage South Korean investment and considers South Korea one of its priority partners in the Asia-Pacific region.","http://eng.kremlin.ru/news/1281"
"2144","Interview to South Korean media",2010-11-09,NA,"http://eng.kremlin.ru/news/1277"
"2145","Russian-Finnish talks",2010-11-09,"Dmitry Medvedev and Tarja Halonen discussed a wide scope of issues, ranging from European security to specific bilateral projects.","http://eng.kremlin.ru/news/1273"
"2146","News conference following Russian-Finnish talks",2010-11-09,NA,"http://eng.kremlin.ru/transcripts/1276"
"2147","Beginning of meeting with President of Finland Tarja Halonen",2010-11-09,NA,"http://eng.kremlin.ru/transcripts/1272"
"2148","Мeeting with President of Finland Tarja Halonen",2010-11-08,"Dmitry Medvedev met with President of Finland Tarja Halonen, who arrived in Russia on a state visit.","http://eng.kremlin.ru/news/1267"
"2149","Telephone conversation with Nicolas Sarkozy",2010-11-08,"Dmitry Medvedev had a telephone conversation with President of France Nicolas Sarkozy.","http://eng.kremlin.ru/news/1262"
"2150","Ratification of Russian-Kazakhstani agreement on joint border controls",2010-11-06,"Dmitry Medvedev signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Kazakhstan on Cooperation in Performing Joint Border Controls along the Russian-Kazakhstani State Border.","http://eng.kremlin.ru/news/1260"
"2151","Message to Prime Minister of Japan Naoto Kan",2010-11-04,"Dmitry Medvedev sent a response message to Prime Minister of Japan Naoto Kan thanking him for the invitation to take part in the 18th APEC Economic Leaders’ Meeting in Yokohama on November 13–14, 2010.","http://eng.kremlin.ru/news/1255"
"2152","Telephone conversation with Nursultan Nazarbayev",2010-11-04,"Dmitry Medvedev had a telephone conversation with President of Kazakhstan Nursultan Nazarbayev.","http://eng.kremlin.ru/news/1253"
"2153","Telephone conversation with President of Afghanistan Hamid Karzai",2010-11-03,"Dmitry Medvedev had a telephone conversation with President of Afghanistan Hamid Karzai. The presidents discussed topical issues pertaining to the implementation of agreements on developing cooperation between Russia and Afghanistan in bilateral and multilateral formats, which were reached at a meeting in Sochi in August this year.","http://eng.kremlin.ru/news/1250"
"2154","Meeting with NATO Secretary General Anders Fogh Rasmussen",2010-11-03,"Dmitry Medvedev and Anders Fogh Rasmussen discussed the current state and perspectives of Russia-NATO relations.","http://eng.kremlin.ru/news/1247"
"2155","Meeting with Emir of Qatar Sheikh Hamad bin Khalifa Al-Thani",2010-11-03,"Dmitry Medvedev and Sheikh Hamad bin Khalifa Al-Thani discussed bilateral economic ties and regional cooperation.","http://eng.kremlin.ru/news/1246"
"2156","Dmitry Medvedev will visit South Korea and take part in G20 summit",2010-11-02,"The Russian leader will pay an official visit to the Republic of Korea on November 10–11, 2010 at the invitation of President of South Korea Lee Myung-bak.","http://eng.kremlin.ru/news/1240"
"2157","Congratulations to President-Elect of Brazil Dilma Rousseff",2010-11-01,"Dmitry Medvedev congratulated President-Elect of the Federative Republic of Brazil Dilma Vana Rousseff Linhares.","http://eng.kremlin.ru/news/1237"
"2158","Emir Hamad bin Khalifa Al-Thani will make an official visit to Russia on November 2-4, 2010",2010-11-01,NA,"http://eng.kremlin.ru/news/1228"
"2159","Official visit to Vietnam",2010-10-31,"Dmitry Medvedev held talks in Hanoi with President of Vietnam Nguyen Minh Triet, following which the two countries signed more than ten bilateral agreements.","http://eng.kremlin.ru/news/1229"
"2160","Meeting with Vietnamese graduates of Soviet and Russian universities",2010-10-31,NA,"http://eng.kremlin.ru/transcripts/1239"
"2161","Congratulations to President of South Ossetia Eduard Kokoity",2010-10-31,"Dmitry Medvedev congratulated President of South Ossetia Eduard Kokoity on his birthday.","http://eng.kremlin.ru/news/1235"
"2162","Opening remarks at meeting with Vietnamese and Russian businesspeople",2010-10-31,NA,"http://eng.kremlin.ru/transcripts/1238"
"2163","Joint news conference following Russian-Vietnamese talks",2010-10-31,NA,"http://eng.kremlin.ru/transcripts/1236"
"2164","Opening remarks at Russian-Vietnamese talks in expanded format",2010-10-31,NA,"http://eng.kremlin.ru/transcripts/1231"
"2165","Condolences to Prime Minister of Thailand Abhisit Vejjajiva",2010-10-30,"Dmitry Medvedev sent his condolences to Prime Minister of Thailand Abhisit Vejjajiva for the loss of many lives caused by severe flooding.","http://eng.kremlin.ru/news/1224"
"2166","ASEAN-Russia summit",2010-10-30,"Dmitry Medvedev met with leaders of the Association of Southeast Asian Nations (ASEAN) member states: Brunei, Vietnam, Indonesia, Cambodia, Laos, Malaysia, Myanmar, Singapore, Thailand and the Philippines.","http://eng.kremlin.ru/news/1225"
"2167","Speech at the Second ASEAN-Russia Summit",2010-10-30,NA,"http://eng.kremlin.ru/transcripts/1226"
"2168","Russia and Vietnam – Towards New Horizons of Cooperation",2010-10-30,"Dmitry Medvedev's article in Nhan Dan Newspaper.","http://eng.kremlin.ru/news/1221"
"2169","Dmitry Medvedev will meet with President of the United States of America Barack Obama",2010-10-28,"As previously agreed, the presidents of Russia and the US will hold a full-scale meeting on the sidelines of the Asia-Pacific Economic Cooperation (APEC) summit, which will be held in Yokohama on November 13–14, 2010.","http://eng.kremlin.ru/news/1215"
"2170","Condolences to President of the Argentine Republic Cristina Fernandez de Kirchner",2010-10-27,"Dmitry Medvedev sent his condolences to President of the Argentine Republic Cristina Fernandez de Kirchner following the death of her spouse.","http://eng.kremlin.ru/news/1209"
"2171","Meeting with Presidents of Armenia and Azerbaijan",2010-10-27,"Dmitry Medvedev, President of Armenia Serzh Sargsyan, and President of Azerbaijan Ilham Aliyev discussed future possibilities for reaching a settlement of the Nagorno-Karabakh conflict.","http://eng.kremlin.ru/news/1206"
"2172","Condolences to President of Indonesia Susilo Bambang Yudohoyono",2010-10-27,"Dmitry Medvedev sent his condolences to President Susilo Yudohoyono following the earthquake and tsunami in Indonesia.","http://eng.kremlin.ru/news/1204"
"2173","Dmitry Medvedev will take part in the ASEAN-Russia summit",2010-10-26,"The President will take part in the second summit between Russia and members of the Association of Southeast Asian Nations (ASEAN) on October 30-31, 2010, in Hanoi and also make an official visit to the Socialist Republic of Vietnam.","http://eng.kremlin.ru/news/1198"
"2174","Telephone conversation with President of Sudan Omar Bashir",2010-10-25,NA,"http://eng.kremlin.ru/news/1192"
"2175","President of Finland Tarja Halonen will make a state visit to Russia on November 8–11, 2010",2010-10-25,NA,"http://eng.kremlin.ru/news/1190"
"2176","Presidents of Armenia, Azerbaijan and Russia to meet in Astrakhan on October 27, 2010",2010-10-22,"President of Armenia Serzh Sargsyan and President of Azerbaijan Ilham Aliyev will visit Russia at Dmitry Medvedev’s invitation. Nagorno-Karabakh settlement will be the subject of the trilateral meeting.","http://eng.kremlin.ru/news/1189"
"2177","Russian-Turkmenistani talks",2010-10-22,"Dmitry Medvedev and President of Turkmenistan Gurbanguly Berdimuhamedov discussed a broad range of bilateral cooperation issues, in particular trade and economic ties and joint projects in energy, agriculture, transport, telecommunications, and humanitarian sector, as well as a number of regional issues.","http://eng.kremlin.ru/news/1183"
"2178","Dmitry Medvedev arrived in Turkmenistan on a working visit",2010-10-21,"The first conversation between Dmitry Medvedev and President of Turkmenistan Gurbanguly Berdimuhamedov took place at the Turkmenbashi airport.","http://eng.kremlin.ru/news/1188"
"2179","Meeting with participants in the Munich Conference on Security Policy",2010-10-20,"Participants exchanged views on a wide range of issues on the Euro-Atlantic agenda. Particular attention was given to the President of Russia’s initiative to sign a new European Security Treaty that would enshrine the principle of the indivisibility of security in the Euro-Atlantic area.","http://eng.kremlin.ru/news/1173"
"2180","Joint news conference following Russian-French-German talks",2010-10-19,NA,"http://eng.kremlin.ru/transcripts/1168"
"2181","Russian-French-German talks",2010-10-19,"Talks between Dmitry Medvedev, Federal Chancellor of Germany Angela Merkel and President of France Nicolas Sarkozy were held in Deauville, France. This is the first trilateral meeting of the leaders of Russia, France and Germany in five years.","http://eng.kremlin.ru/news/1167"
"2182","Dmitry Medvedev arrived in Deauville to participate in Russian-German-French summit",2010-10-18,"The main topic of the meeting between Dmitry Medvedev, President of France Nicolas Sarkozy, and Federal Chancellor of Germany Angela Merkel will be building a system of an equal and indivisible security in the Euro-Atlantic and Eurasian regions that will allow for a collective response to common challenges and threats.","http://eng.kremlin.ru/news/1161"
"2183","Telephone conversation with President of Kazakhstan Nursultan Nazarbayev",2010-10-18,"Dmitry Medvedev and Nursultan Nazarbayev exchanged views on current aspects of bilateral cooperation, including joint efforts on the international and regional agenda.","http://eng.kremlin.ru/news/1162"
"2184","Ratification of Russian-Japanese agreement on mutual legal assistance",2010-10-18,"Dmitry Medvedev signed Federal Law On Ratification of the Agreement between the Russian Federation and Japan on Mutual Legal Assistance on Criminal Cases.","http://eng.kremlin.ru/news/1158"
"2185","Ratification of Russian-Namibian agreement on protection of investments",2010-10-18,"Dmitry Medvedev signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Namibia on Reciprocal Encouragement and Protection of Investments.","http://eng.kremlin.ru/news/1159"
"2186","Presentation by foreign ambassadors of their letters of credence",2010-10-18,"Dmitry Medvedev received letters of credence from 13 new ambassadors to the Russian Federation.","http://eng.kremlin.ru/news/1153"
"2187","Speech at presentation by foreign ambassadors of their letters of credence",2010-10-18,NA,"http://eng.kremlin.ru/transcripts/1157"
"2188","Dmitry Medvedev will visit Turkmenistan on October 21-22, 2010",2010-10-16,NA,"http://eng.kremlin.ru/news/1150"
"2189","Russian-Venezuelan talks",2010-10-15,"Dmitry Medvedev and President of Venezuela Hugo Chavez discussed development of bilateral trade and economic relations, and current issues on the regional and international agendas.","http://eng.kremlin.ru/news/1143"
"2190","Beginning of Russian-Venezuelan talks",2010-10-15,NA,"http://eng.kremlin.ru/transcripts/1144"
"2191","Meeting with President of Venezuela Hugo Chavez",2010-10-14,"Dmitry Medvedev met with President of Venezuela Hugo Chavez at the President of Russia’s residence in Gorki.","http://eng.kremlin.ru/news/1140"
"2192","Message to President of Chile Sebastian Pinera",2010-10-14,"Dmitry Medvedev sent a message to President of Chile Sebastian Pinera following the successful rescue of miners trapped in the San Jose mine.","http://eng.kremlin.ru/news/1135"
"2193","Meeting with UK Foreign Secretary William Hague",2010-10-13,"Dmitry Medvedev and William Hague discussed bilateral cooperation issues.","http://eng.kremlin.ru/news/1125"
"2194","Russian-German talks",2010-10-12,"Talks between Dmitry Medvedev and President of the Federal Republic of Germany Christian Wulff took place in the Kremlin.","http://eng.kremlin.ru/news/1117"
"2195","Joint news conference following Russian-German talks",2010-10-12,NA,"http://eng.kremlin.ru/transcripts/1124"
"2196","Beginning of meeting with President of Germany Christian Wulff",2010-10-12,NA,"http://eng.kremlin.ru/transcripts/1118"
"2197","Meeting with Global Innovation Partnerships Forum participants",2010-10-11,"The Skolkovo innovation centre must demonstrate how Russia can and must make use of its immense scientific potential, Dmitry Medvedev said while addressing participants in the Global Innovation Partnerships Forum.","http://eng.kremlin.ru/news/1113"
"2198","Meeting with Governor of California Arnold Schwarzenegger",2010-10-11,"Dmitry Medvedev and Arnold Schwarzenegger discussed the possibilities for California's business and scientific communities’ participation in the Skolkovo innovation centre development.","http://eng.kremlin.ru/news/1112"
"2199","Dmitry Medvedev will meet with British Foreign Secretary William Hague",2010-10-11,NA,"http://eng.kremlin.ru/news/1110"
"2200","Telephone conversation with President of Venezuela Hugo Chavez",2010-10-08,"The two presidents discussed bilateral cooperation issues in light of President Chavez’s upcoming visit to Russia on October 14-15, 2010.","http://eng.kremlin.ru/news/1102"
"2201","Official visit to the Republic of Cyprus",2010-10-07,"Dmitry Medvedev and President Demetris Christofias discussed a wide range of issues, including cooperation in the economy, finance, tourism and humanitarian sphere. During his visit, Dmitry Medvedev met with President of the House of Representatives of Cyprus Marios Garoyian, leaders of parliamentary parties, and Chrysostomos II, Archbishop of New Justiniana and All Cyprus. Dmitry Medvedev also took part in the Cyprus-Russia Business Forum.","http://eng.kremlin.ru/visits/1107"
"2202","Official visit to the Republic of Cyprus",2010-10-07,"This is the first visit by a Russian leader to the Republic of Cyprus. The visit is timed to coincide with the 50th anniversary of establishing diplomatic relations between the two states.","http://eng.kremlin.ru/news/1096"
"2203","Beginning of meeting with President of House of Representatives of Cyprus Marios Garoyian and leaders of parliamentary parties",2010-10-07,NA,"http://eng.kremlin.ru/transcripts/1098"
"2204","Ceremony awarding Order of Friendship to President of Cyprus Demetris Christofias",2010-10-07,NA,"http://eng.kremlin.ru/transcripts/1095"
"2205","Joint news conference following Russian-Cypriot talks",2010-10-07,NA,"http://eng.kremlin.ru/transcripts/1099"
"2206","Dmitry Medvedev addressed readers of Cypriot newspaper Phileleftheros",2010-10-07,NA,"http://eng.kremlin.ru/news/1087"
"2207","Answers to questions from journalists following Russian-Algerian talks",2010-10-06,NA,"http://eng.kremlin.ru/transcripts/1086"
"2208","Official visit to Algeria",2010-10-06,"Russian-Algerian talks were held at the El Mouradia presidential palace, addressing the development of industrial cooperation, investment projects, and military and technical cooperation.","http://eng.kremlin.ru/news/1080"
"2209","News conference following First Russian-Ukrainian Interregional Economic Forum",2010-10-04,NA,"http://eng.kremlin.ru/transcripts/1059"
"2210","Opening remarks at First Russian-Ukrainian Interregional Economic Forum",2010-10-04,NA,"http://eng.kremlin.ru/transcripts/1058"
"2211","The senseless period of tension in relations with Belarus is certain to come to an end",2010-10-03,"New entry on Dmitry Medvedev's blog concerns relations between Russia and Belarus.","http://eng.kremlin.ru/news/1052"
"2212","Congratulations to Christian Wulff and Angela Merkel on the Day of German Unity",2010-10-03,"Dmitry Medvedev congratulated Germany's President Christian Wulff and Federal Chancellor Angela Merkel on the Day of German Unity.","http://eng.kremlin.ru/news/1049"
"2213","Telephone conversation with President of Ukraine Viktor Yanukovych",2010-10-02,NA,"http://eng.kremlin.ru/news/1048"
"2214","Telephone conversation with President of the United States of America Barack Obama",2010-10-01,"Dmitry Medvedev had a telephone conversation with US President Barack Obama on the American side’s initiative.","http://eng.kremlin.ru/news/1047"
"2215","Congratulations to President of Cyprus Demetris Christofias",2010-10-01,"Dmitry Medvedev congratulated President of Cyprus Demetris Christofias on the fiftieth anniversary of the proclamation of the Republic of Cyprus’ independence.","http://eng.kremlin.ru/news/1040"
"2216","Laws on ratifying agreements with Angola, Libya, and Nigeria on encouraging and protecting investment",2010-10-01,NA,"http://eng.kremlin.ru/acts/1044"
"2217","Congratulations to Hu Jintao on the 61st anniversary of the founding of the People’s Republic of China",2010-10-01,"Dmitry Medvedev congratulated President of China Hu Jintao on the 61st anniversary of the founding of the People’s Republic of China.","http://eng.kremlin.ru/news/1036"
"2218","Telephone conversation with President of Uzbekistan Islam Karimov",2010-09-30,NA,"http://eng.kremlin.ru/news/1037"
"2219","Congratulations to President of Republic of Korea Lee Myung-Bak",2010-09-30,"Dmitry Medvedev congratulated President of South Korea Lee Myung-Bak on the 20th anniversary of the establishment of diplomatic relations between the Russian Federation and the Republic of Korea.","http://eng.kremlin.ru/news/1028"
"2220","Congratulations to President of Abkhazia Sergei Bagapsh",2010-09-30,"Dmitry Medvedev congratulated President of the Republic of Abkhazia Sergei Bagapsh on Independence Day, Abkhazia’s national holiday.","http://eng.kremlin.ru/news/1029"
"2221","Telephone conversation with President of Poland Bronislaw Komorowski",2010-09-29,NA,"http://eng.kremlin.ru/news/1025"
"2222","Answers to journalists’ questions",2010-09-28,NA,"http://eng.kremlin.ru/transcripts/1024"
"2223","Beginning of meeting with Vice President of the People’s Republic of China Xi Jinping",2010-09-28,NA,"http://eng.kremlin.ru/transcripts/1018"
"2224","Speech at opening ceremony of Russia Day at 2010 World Expo",2010-09-28,NA,"http://eng.kremlin.ru/transcripts/1016"
"2225","Opening ceremony of Russia Day at 2010 World Expo",2010-09-28,"Dmitry Medvedev took part in the opening ceremony of Russia Day at the 2010 World Expo.","http://eng.kremlin.ru/news/1014"
"2226","Telephone conversation with President of Ukraine Viktor Yanukovych",2010-09-27,NA,"http://eng.kremlin.ru/news/1013"
"2227","Executive order on awarding the Order of Friendship to foreign nationals",2010-09-27,"Dmitry Medvedev signed Executive Order on awarding the Order of Friendship to citizens of Sweden, Lithuania, and Ukraine.","http://eng.kremlin.ru/acts/1011"
"2228","Condolences to President of Argentina Cristina Fernandez de Kirchner",2010-09-27,"Dmitry Medvedev sent his condolences to President of the Argentina Cristina Fernandez de Kirchner following a major traffic accident.","http://eng.kremlin.ru/news/1010"
"2229","The leaders of Russia, France and Germany will hold a summit in Deauville",2010-09-27,"Dmitry Medvedev, President of France Nicolas Sarkozy, and German Federal Chancellor Angela Merkel will meet in Deauville (France) on October 18-19, 2010.","http://eng.kremlin.ru/news/1002"
"2230","Meetings with Premier of the State Council of the People’s Republic of China Wen Jiabao and Chairman of the Standing Committee of the National People's Congress of the People's Republic of China Wu Bangguo",2010-09-27,"Dmitry Medvedev met with Premier of the State Council of the People’s Republic of China Wen Jiabao and Chairman of the Standing Committee of the National People's Congress of the People's Republic of China Wu Bangguo.","http://eng.kremlin.ru/news/1001"
"2231","Condolences to President of Poland Bronislaw Komorowski following the death of Polish tourists in Germany",2010-09-27,"Dmitry Medvedev sent his condolences to President of Poland Bronislaw Komorowski following the death of Polish tourists in Germany.","http://eng.kremlin.ru/news/998"
"2232","Press statements following Russian-Chinese talks",2010-09-27,NA,"http://eng.kremlin.ru/transcripts/1004"
"2233","Russian-Chinese talks",2010-09-27,"Dmitry Medvedev and President of the People’s Republic of China Hu Jintao held talks in Beijing.","http://eng.kremlin.ru/news/1000"
"2234","Russian-Chinese talks in expanded format",2010-09-27,NA,"http://eng.kremlin.ru/transcripts/1008"
"2235","Meeting with Russian and Chinese World War II veterans",2010-09-26,"Dmitry Medvedev began the first day of his official visit to China by visiting the Russian military cemetery in Lushun near the city of Dalian. The President laid flowers at the memorial to Soviet soldiers who fell liberating Northeast China from Japanese occupation, and met with Russian and Chinese World War II veterans.","http://eng.kremlin.ru/news/997"
"2236","Interview to Renmin Ribao",2010-09-26,NA,"http://eng.kremlin.ru/news/993"
"2237","Dmitry Medvedev met with Chairman of Kyrgyzstan’s Ar-Namys (Dignity) party Felix Kulov",2010-09-22,"Mr Medvedev and Mr Kulov discussed the current situation in Kyrgyzstan.","http://eng.kremlin.ru/news/983"
"2238","Meeting with President of Iceland Olafur Ragnar Grimsson",2010-09-22,"Dmitry Medvedev and Olafur Ragnar Grimsson discussed bilateral trade and economic cooperation, as well as cooperation in the Arctic.","http://eng.kremlin.ru/news/982"
"2239","Congratulations to President of Mali Amadou Tourani Toure",2010-09-22,"Dmitry Medvedev congratulated President of Mali Amadou Tourani Toure on the 50th anniversary of Mali’s independence.","http://eng.kremlin.ru/news/977"
"2240","Telephone conversation with President of Kazakhstan",2010-09-21,NA,"http://eng.kremlin.ru/news/974"
