"","title.info","date","briefs","story.link"
"464","On May 7, Vladimir Putin will meet in Moscow with President of Switzerland and OSCE Chairperson-in-Office Didier Burkhalter",2014-05-06,"The meeting is expected to focus on the crisis in Ukraine.","http://eng.kremlin.ru/news/7137"
"465","Law on Russia’s accession to the UNIDROIT (International Institute for the Unification of Private Law) Convention on International Factoring",2014-05-05,"Vladimir Putin signed Federal Law On Accession of the Russian Federation to the UNIDROIT (International Institute for the Unification of Private Law) Convention on International Factoring.","http://eng.kremlin.ru/acts/7121"
"466","Law ratifying CIS agreement on interstate search for people",2014-05-05,"Vladimir Putin signed Federal Law On Ratification of the Agreement between the Commonwealth of Independent States’ Member Countries on Interstate Search for People.","http://eng.kremlin.ru/acts/7124"
"467","Telephone conversation with German Chancellor Angela Merkel",2014-05-04,"As previously agreed, Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/7109"
"468","Condolences to President of Afghanistan Hamid Karzai",2014-05-03,"Vladimir Putin sent a message of condolences to President of the Islamic Republic of Afghanistan Hamid Karzai in connection with the numerous casualties and damage caused by a landslide in the Badakhshan province.","http://eng.kremlin.ru/news/7108"
"469","Vladimir Putin is receiving regular updates on developments in southeast Ukraine",2014-05-02,"The President is following closely developments in southeast Ukraine, where a military operation is taking place against supporters of federalisation.","http://eng.kremlin.ru/news/7104"
"470","Telephone conversation with German Chancellor Angela Merkel",2014-05-01,"Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel at the German side’s initiative.","http://eng.kremlin.ru/news/7100"
"471","Telephone conversation with Prime Minister of the United Kingdom David Cameron",2014-04-30,"Vladimir Putin had a telephone conversation with Prime Minister of the United Kingdom David Cameron on the British side’s initiative.","http://eng.kremlin.ru/news/7099"
"472","Telephone conversation with Italian Prime Minister Matteo Renzi",2014-04-30,"Vladimir Putin had a telephone conversation with Prime Minister of Italy Matteo Renzi.","http://eng.kremlin.ru/news/7096"
"473","Meeting with Crown Prince of Bahrain Salman bin Hamad Al-Khalifa",2014-04-30,"Vladimir Putin met at the Kremlin with Crown Prince of Bahrain, Deputy Chief Commander of the Armed Forces and First Deputy Prime Minister Salman bin Hamad Al-Khalifa.","http://eng.kremlin.ru/news/7094"
"474","Meeting of Supreme Eurasian Economic Council",2014-04-29,"A summit meeting of the Supreme Eurasian Economic Council was held in Minsk. Taking part were President of Russia Vladimir Putin, President of Belarus Alexander Lukashenko and President of Kazakhstan Nursultan Nazarbayev.","http://eng.kremlin.ru/news/7088"
"475","Answers to journalists’ questions following the Supreme Eurasian Economic Council summit",2014-04-29,NA,"http://eng.kremlin.ru/transcripts/7091"
"476","Telephone conversation with Federal Chancellor of Germany Angela Merkel",2014-04-25,"At Germany’s initiative, Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/7079"
"477","Interview to Vesti v Subbotu programme",2014-04-19,"Vladimir Putin answered questions from the anchor of TV current affairs programme Vesti v Subbotu Sergei Brilev. The interview was recorded on April 17, immediately after the Direct Line with Vladimir Putin.","http://eng.kremlin.ru/transcripts/7049"
"478","Meeting with permanent members of the Security Council",2014-04-18,"Vladimir Putin met with permanent members of the Security Council to discuss the current situation in Ukraine in light of the previous day’s talks in Geneva and the agreements they produced.","http://eng.kremlin.ru/news/7043"
"479","Condolences following the death of writer Gabriel Garcia Marquez",2014-04-18,"Vladimir Putin sent his condolences to Mercedes Barcha Pardo following the death of her husband, Gabriel Garcia Marquez.","http://eng.kremlin.ru/news/7042"
"480","Condolences to President of the Republic of Korea Park Geun-hye",2014-04-18,"Vladimir Putin sent a message of condolences to President of the Republic of Korea Park Geun-hye following the sinking of the passenger ferry Sewol, which has claimed many lives. Many schoolchildren were among the victims.","http://eng.kremlin.ru/news/7041"
"481","Telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan",2014-04-17,"Vladimir Putin had a telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan on the Turkish side’s initiative.","http://eng.kremlin.ru/news/7038"
"482","Telephone conversation with Prime Minister of Israel Benjamin Netanyahu",2014-04-15,"Vladimir Putin had a telephone conversation with Prime Minister of Israel Benjamin Netanyahu on the Israeli side’s initiative.","http://eng.kremlin.ru/news/7030"
"483","Telephone conversation with Federal Chancellor of Germany Angela Merkel",2014-04-15,"Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel on the German side’s initiative.","http://eng.kremlin.ru/news/7029"
"484","Agreement between Russia and Kazakhstan on Good Neighbourly Relations and Alliance in 21st Century submitted to State Duma for ratification",2014-04-15,"Vladimir Putin submitted the Agreement between the Russian Federation and the Republic of Kazakhstan on Good Neighbourly Relations and Alliance in the 21st Century to the State Duma for ratification. The Agreement was signed in Yekaterinburg on November 11, 2013.","http://eng.kremlin.ru/acts/7026"
"485","Telephone conversation with President of the United States Barack Obama",2014-04-14,"Vladimir Putin had a telephone conversation with President of the United States of America Barack Obama.","http://eng.kremlin.ru/news/7020"
"486","Message from the President of Russia to the leaders of several European countries",2014-04-10,"Vladimir Putin addressed a letter to the leaders of several European countries, to which Russian natural gas is supplied via Ukraine's territory.","http://eng.kremlin.ru/news/7002"
"487","Meeting on economic issues",2014-04-10,"Vladimir Putin held a meeting on replacing imported goods due to the threat of Ukraine terminating deliveries for a number of Russian industries, including the defence sector.","http://eng.kremlin.ru/news/7003"
"488","List of instructions concerning formalisation of Russia’s rights to the continental shelf in the northern and central Sea of Okhotsk",2014-04-10,"Vladimir Putin signed a list of instructions concerning formalisation of Russia’s rights to the continental shelf in the northern and central Sea of Okhotsk.","http://eng.kremlin.ru/news/7015"
"489","Meeting with King Abdullah II of Jordan",2014-04-09,"King Abdullah II is in Russia on a working visit at Vladimir Putin’s invitation.","http://eng.kremlin.ru/news/6993"
"490","Vladimir Putin will meet with King Abdullah II of Jordan on April 9",2014-04-08,"HM Abdullah II ibn Al Hussein, King of the Hashemite Kingdom of Jordan, will be in Russia on a working visit at Vladimir Putin’s invitation.","http://eng.kremlin.ru/news/6988"
"491","Agreement between Russia and Armenia on developing military technology cooperation submitted to State Duma for ratification",2014-04-07,"Vladimir Putin submitted to the State Duma for ratification the Agreement between the Russian Federation and the Republic of Armenia on Developing Military Technology Cooperation.","http://eng.kremlin.ru/acts/6985"
"492","Alexander Gorban appointed Russia’s ambassador to FAO and WFP",2014-04-07,"Vladimir Putin signed Executive Order On Appointing Alexander Gorban as the Russian Federation’s Ambassador to the United Nations’ Food and Agriculture Organisation and World Food Programme.","http://eng.kremlin.ru/acts/6984"
"493","Telephone conversation with President of South Africa Jacob Zuma",2014-04-02,"At South Africa’s initiative, Vladimir Putin had a telephone conversation with President of South Africa Jacob Zuma.","http://eng.kremlin.ru/news/6958"
"494","Law ratifying Protocol on Application of Free Trade Zone Agreement between its parties and Uzbekistan",2014-04-02,"Vladimir Putin signed Federal Law On Ratification of the Protocol on the Application of the Free Trade Zone Agreement of October 18, 2011 between its Parties and the Republic of Uzbekistan.","http://eng.kremlin.ru/acts/6964"
"495","Law ratifying Russia-Slovenia agreement on military burial sites",2014-04-02,"Vladimir Putin signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Slovenia on Military Burial Sites.","http://eng.kremlin.ru/acts/6962"
"496","Law ratifying Russia-Malta convention on avoidance of double taxation and prevention of tax evasion",2014-04-02,"Vladimir Putin signed Federal Law On Ratification of the Convention between the Government of the Russian Federation and the Government of Malta on Avoidance of Double Taxation and Prevention of Fiscal Evasion with Respect to Taxes on Income.","http://eng.kremlin.ru/acts/6961"
"497","Law ratifying Russia-Serbia agreement on the status of Russian and Serbian war memorials",2014-04-02,"Vladimir Putin signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Serbia on the Status of Russian War Memorials on the Territory of the Republic of Serbia and Serbian War Memorials on the Territory of the Russian Federation.","http://eng.kremlin.ru/acts/6963"
"498","Law ratifying the Protocol amending Russian-Tajikistani agreement on labour activity and protection of citizens’ rights",2014-04-02,"Vladimir Putin signed Federal Law On Ratification of the Protocol Amending the Agreement between the Government of the Russian Federation and the Government of the Republic of Tajikistan on Labour Activity and Protection of the Rights of Russian Federation Citizens in the Republic of Tajikistan and Republic of Tajikistan Citizens in the Russian Federation of October 16, 2004.","http://eng.kremlin.ru/acts/6960"
"499","Congratulations to Alexander Lukashenko on the Russia-Belarus Unity Day",2014-04-02,"Vladimir Putin congratulated President of Belarus Alexander Lukashenko on the two countries’ common holiday – Day of Unity between the Peoples of the Russian Federation and the Republic of Belarus.","http://eng.kremlin.ru/news/6951"
"500","Termination of agreements on the presence of Russia’s Black Sea Fleet in Ukraine",2014-04-02,"Vladimir Putin signed Federal Law On Termination of the Agreements Governing the Presence of the Russian Federation Black Sea Fleet on the Territory of Ukraine.","http://eng.kremlin.ru/news/6955"
"501","Telephone conversation with Federal Chancellor of Germany Angela Merkel",2014-03-31,"At Russia’s initiative, Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6947"
"502","Telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan",2014-03-31,"At Russia’s initiative, Vladimir Putin had a telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan.","http://eng.kremlin.ru/news/6942"
"503","Telephone conversation with US President Barack Obama",2014-03-29,"Vladimir Putin had a telephone conversation with President of the United States of America Barack Obama.","http://eng.kremlin.ru/news/6936"
"504","Telephone conversation with President of Argentina Cristina Fernandez de Kirchner",2014-03-25,"Vladimir Putin had a telephone conversation with President of the Argentine Republic Cristina Fernandez de Kirchner.","http://eng.kremlin.ru/news/6923"
"505","Greetings to pan-Arab summit meeting participants",2014-03-25,"Vladimir Putin sent his greetings to heads of state and government of the Arab League member states taking part in the pan-Arab summit meeting.","http://eng.kremlin.ru/news/6921"
"506","Telephone conversation with Federal Chancellor of Germany Angela Merkel",2014-03-23,"On Germany’s initiative, Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6914"
"507","Meeting with permanent members of the Security Council",2014-03-21,"Vladimir Putin held a meeting with the permanent members of the Security Council, during which a detailed discussion on the situation in Ukraine took place.","http://eng.kremlin.ru/news/6908"
"508","Meeting with UN Secretary-General Ban Ki-moon",2014-03-20,"Vladimir Putin had a meeting with United Nations Secretary-General Ban Ki-moon.","http://eng.kremlin.ru/news/6901"
"509","Telephone conversation with President of Armenia Serzh Sargsyan",2014-03-19,"Vladimir Putin had a telephone conversation with President of Armenia Serzh Sargsyan on the Armenian side’s initiative.","http://eng.kremlin.ru/news/6898"
"510","Greetings to participants in the sixth Russia-Japan Investment Forum",2014-03-19,"Vladimir Putin sent his greetings to participants in the sixth Russia-Japan Investment Forum, which is taking place in Tokyo.","http://eng.kremlin.ru/news/6896"
"511","Telephone conversation with President of Belarus Alexander Lukashenko",2014-03-18,"Vladimir Putin had a telephone conversation with President of Belarus Alexander Lukashenko on the Belarusian side’s initiative.","http://eng.kremlin.ru/news/6894"
"512","Telephone conversation with Prime Minister of India Manmohan Singh",2014-03-18,"Vladimir Putin had a telephone conversation with Prime Minister of India Manmohan Singh.","http://eng.kremlin.ru/news/6893"
"513","Telephone conversation with US President Barack Obama",2014-03-17,"At the US initiative, Vladimir Putin had a telephone conversation with US President Barack Obama.","http://eng.kremlin.ru/news/6881"
"514","Telephone conversation with President of Kazakhstan Nursultan Nazarbayev",2014-03-16,"Vladimir Putin had a telephone conversation with President of Kazakhstan Nursultan Nazarbayev on the Kazakhstani side's initiative.","http://eng.kremlin.ru/news/6879"
"515","Telephone conversation with German Chancellor Angela Merkel",2014-03-16,"At Germany’s initiative, Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6878"
"516","Telephone conversation with President of Iran Hassan Rouhani",2014-03-14,"Vladimir Putin had a telephone conversation with President of the Islamic Republic of Iran Hassan Rouhani on the Iranian side’s initiative.","http://eng.kremlin.ru/news/6848"
"517","Meeting with permanent members of the Security Council",2014-03-13,"Vladimir Putin held a meeting with permanent members of the Security Council to discuss the interaction between the Russian Federation and Central American and Caribbean countries, as well as the situation in Ukraine.","http://eng.kremlin.ru/news/6843"
"518","Telephone conversation with President of France Francois Hollande",2014-03-12,"At France’s initiative, Vladimir Putin had a telephone conversation with President of France Francois Hollande.","http://eng.kremlin.ru/news/6831"
"519","Telephone conversation with President of Switzerland and OSCE Chairperson-in-Office Didier Burkhalter",2014-03-12,"At Switzerland’s initiative, Vladimir Putin had a telephone conversation with President of Switzerland and OSCE Chairperson-in-Office Didier Burkhalter.","http://eng.kremlin.ru/news/6829"
"520","Law on ratifying Russian-Chinese agreement on simplifying reciprocal travel procedures",2014-03-12,"Vladimir Putin signed Federal Law On Ratifying the Agreement between the Government of the Russian Federation and the Government of the People’s Republic of China on Facilitating Citizens’ Travel.","http://eng.kremlin.ru/news/6828"
"521","Congratulations to Michelle Bachelet on her inauguration as President of Chile",2014-03-11,"Vladimir Putin congratulated Michelle Bachelet on her inauguration as President of Chile.","http://eng.kremlin.ru/news/6821"
"522","Working meeting with Foreign Minister Sergei Lavrov",2014-03-10,"Vladimir Putin had a working meeting with Foreign Minister Sergei Lavrov, who briefed him on the proposals for settling the situation in Ukraine.","http://eng.kremlin.ru/news/6814"
"523","Telephone conversations with David Cameron and Angela Merkel",2014-03-09,"Vladimir Putin had telephone conversations with British Prime Minister David Cameron and Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6802"
"524","Telephone conversation with US President Barack Obama",2014-03-07,"Vladimir Putin had a telephone conversation with President of the United States Barack Obama on the American side’s initiative.","http://eng.kremlin.ru/news/6777"
"525","Meeting with permanent members of the Security Council",2014-03-06,"Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6773"
"526","Telephone conversation with Federal Chancellor of Germany Angela Merkel",2014-03-05,"Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel on the German side’s initiative.","http://eng.kremlin.ru/news/6770"
"527","Meeting of the Supreme Eurasian Economic Council",2014-03-05,"Vladimir Putin, President of Belarus Alexander Lukashenko and President of Kazakhstan Nursultan Nazarbayev held a meeting of the Supreme Eurasian Economic Council.","http://eng.kremlin.ru/news/6768"
"528","Telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan",2014-03-04,"Vladimir Putin had a telephone conversation with Prime Minister of Turkey Recep Tayyip Erdogan on the Turkish side’s initiative.","http://eng.kremlin.ru/news/6766"
"529","Telephone conversation with President of China Xi Jinping",2014-03-04,"Vladimir Putin had a telephone conversation with President of the People’s Republic of China Xi Jinping.","http://eng.kremlin.ru/news/6765"
"530","Vladimir Putin answered journalists’ questions on the situation in Ukraine",2014-03-04,"The President of Russia met with media representatives to answer a number of their questions, in particular with regard to the situation in Ukraine.","http://eng.kremlin.ru/news/6763"
"531","Supreme Eurasian Economic Council will meet in Moscow on March 5",2014-03-04,"A summit meeting of the Supreme Eurasian Economic Council will be held in Moscow on March 5.","http://eng.kremlin.ru/news/6762"
"532","Telephone conversations with President of Kazakhstan Nursultan Nazarbayev and President of Belarus Alexander Lukashenko",2014-03-03,"Vladimir Putin had telephone conversations with President of Kazakhstan Nursultan Nazarbayev and President of Belarus Alexander Lukashenko.","http://eng.kremlin.ru/news/6760"
"533","Telephone conversation with Federal Chancellor of Germany Angela Merkel",2014-03-02,"As per prior agreement, Vladimir Putin spoke by telephone with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6756"
"534","Condolences to President of China Xi Jinping",2014-03-02,"Vladimir Putin sent a message of condolences to President of the People's Republic of China Xi Jinping in connection with the terrorist attack in Kunming, which resulted in numerous casualties.","http://eng.kremlin.ru/news/6755"
"535","Telephone conversation with UN Secretary-General Ban Ki-moon",2014-03-02,"Vladimir Putin had a telephone conversation with UN Secretary-General Ban Ki-moon to discuss the crisis in Ukraine.","http://eng.kremlin.ru/news/6754"
"536","Telephone conversation with French President Francois Hollande",2014-03-02,"Vladimir Putin had a telephone conversation with President of France Francois Hollande on the French side’s initiative.","http://eng.kremlin.ru/news/6753"
"537","Telephone conversation with US President Barack Obama",2014-03-02,"Vladimir Putin had a telephone conversation with President of the United States Barack Obama on the American side’s initiative.","http://eng.kremlin.ru/news/6752"
"538","Telephone conversation with President of Finland Sauli Niinistö",2014-02-28,"Vladimir Putin had a telephone conversation with President of the Republic of Finland Sauli Niinistö on the Finnish side’s initiative.","http://eng.kremlin.ru/news/6748"
"539","Telephone conversations with David Cameron, Angela Merkel and Herman Van Rompuy",2014-02-28,"Vladimir Putin had telephone conversations with Prime Minister of the United Kingdom David Cameron, Federal Chancellor of Germany Angela Merkel and President of the European Council Herman Van Rompuy.","http://eng.kremlin.ru/news/6747"
"540","Instructions regarding the situation in Ukraine",2014-02-27,"Vladimir Putin instructed the Government to continue contacts with partners in Kiev on developing Russian-Ukrainian trade and economic ties.","http://eng.kremlin.ru/news/6744"
"541","Meeting with permanent members of the Security Council",2014-02-25,"Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6737"
"542","Telephone conversation with President of Kazakhstan Nursultan Nazarbayev",2014-02-24,"Vladimir Putin had a telephone conversation with President of Kazakhstan Nursultan Nazarbayev on the Kazakhstani side’s initiative.","http://eng.kremlin.ru/news/6736"
"543","Telephone conversation with President of France Francois Hollande",2014-02-24,"Vladimir Putin had a telephone conversation with President of France Francois Hollande on the French side’s initiative.","http://eng.kremlin.ru/news/6735"
"544","Telephone conversation with President of Belarus Alexander Lukashenko",2014-02-24,"Vladimir Putin had a telephone conversation with President of Belarus Alexander Lukashenko.","http://eng.kremlin.ru/news/6733"
"545","Vladimir Putin held a number of bilateral meetings",2014-02-23,NA,"http://eng.kremlin.ru/news/6728"
"546","Telephone conversation with German Chancellor Angela Merkel",2014-02-23,"At Germany’s initiative, Vladimir Putin had a telephone conversation with German Chancellor Angela Merkel.","http://eng.kremlin.ru/news/6727"
"547","Congratulations to Matteo Renzi on his appointment as Italian Prime Minister",2014-02-22,"Vladimir Putin congratulated Matteo Renzi on his appointment to the post of Prime Minister of Italy.","http://eng.kremlin.ru/news/6719"
"548","Telephone conversation with President of the United States Barack Obama",2014-02-22,"Vladimir Putin had a telephone conversation with President of the United States of America Barack Obama. The conversation was initiated by the American side.","http://eng.kremlin.ru/news/6717"
"549","Meeting with permanent members of the Security Council",2014-02-21,"Vladimir Putin met with the permanent members of the Security Council to discuss the situation in Ukraine.","http://eng.kremlin.ru/news/6713"
"550","Telephone conversations with Angela Merkel and David Cameron",2014-02-20,"Vladimir Putin had telephone conversations with German Chancellor Angela Merkel and British Prime Minister David Cameron.","http://eng.kremlin.ru/news/6710"
"551","Telephone conversation with President of Ukraine Viktor Yanukovych",2014-02-20,"On Ukraine’s initiative, Vladimir Putin had a telephone conversation with Viktor Yanukovych who suggested that the Russian President send a representative to Kiev to act as a mediator in negotiations with the opposition.","http://eng.kremlin.ru/news/6707"
"552","Telephone conversation with German Chancellor Angela Merkel",2014-02-19,"Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6706"
"553","Meeting with permanent members of the Security Council",2014-02-14,"Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6665"
"554","Meeting with First Deputy Prime Minister, Minister of Defence and Military Industry of Egypt Abdel Fattah al-Sisi",2014-02-13,"Vladimir Putin had a separate meeting with First Deputy Prime Minister, Minister of Defence and Military Industry of Egypt Abdel Fattah al-Sisi.","http://eng.kremlin.ru/news/6657"
"555","Meeting with Defence and Foreign ministers of Egypt",2014-02-13,"Vladimir Putin met with Egyptian First Deputy Prime Minister, Minister of Defence and Military Industry Abdel Fattah al-Sisi, and the Foreign Minister of Egypt Nabil Fahmy.","http://eng.kremlin.ru/news/6656"
"556","Condolences to President of Algeria Abdelaziz Bouteflika",2014-02-11,"Vladimir Putin expressed condolences to President of the People’s Democratic Republic of Algeria Abdelaziz Bouteflika following a military plane crash that took many lives.","http://eng.kremlin.ru/news/6651"
"557","Answers to journalists’ questions at the media centre in Sochi",2014-02-10,"While visiting the media centre in Sochi, Vladimir Putin answered Georgian journalists’ questions about the Georgian team’s participation in the 2014 Olympics and bilateral relations.","http://eng.kremlin.ru/transcripts/6643"
"558","Meeting with President of Kyrgyzstan Almazbek Atambayev",2014-02-08,"Vladimir Putin and Almazbek Atambayev discussed various aspects of Russian-Kyrgyzstani cooperation, as well as regional issues.","http://eng.kremlin.ru/news/6628"
"559","Meeting with Prime Minister of Japan Shinzo Abe",2014-02-08,"Vladimir Putin continued a series of meetings with heads of state and government who came to the opening of the 2014 Olympics. The Russian President and Prime Minister of Japan discussed issues pertaining to bilateral relations.","http://eng.kremlin.ru/news/6627"
"560","Meeting with Dutch Prime Minister Mark Rutte",2014-02-07,"Vladimir Putin met with Prime Minister of the Netherlands Mark Rutte.","http://eng.kremlin.ru/news/6622"
"561","Meeting with Prime Minister of Turkey Recep Tayyip Erdogan",2014-02-07,"Vladimir Putin met with Prime Minister of Turkey Recep Tayyip Erdogan.","http://eng.kremlin.ru/news/6621"
"562","Video conference with nuclear-powered missile cruiser Pyotr Veliky",2014-02-06,"Following the Russian-Chinese talks, Vladimir Putin and President of China Xin Jinping had a video conference with the commanding officers of the Russian heavy nuclear-powered missile cruiser Pyotr Veliky and Chinese frigate Yancheng that are taking part in the removal of chemical weapon components from Syria on the specialised Danish vessel Ark Futura.","http://eng.kremlin.ru/news/6618"
"563","Meeting with President of China Xi Jinping",2014-02-06,"Vladimir Putin and President of the People’s Republic of China Xi Jinping discussed bilateral cooperation in trade and the economy, as well as international affairs, including joint participation of Russian and Chinese service members in the operation to remove chemical weapons from Syria.","http://eng.kremlin.ru/news/6617"
"564","Meeting with President of Tajikistan Emomali Rahmon",2014-02-06,"On the eve of the Sochi Olympics, Vladimir Putin met with President of Tajikistan Emomali Rahmon to discuss bilateral cooperation, including in trade, the economy, humanitarian and military spheres.","http://eng.kremlin.ru/news/6616"
"565","Andrei Krutskikh appointed special presidential representative for international cooperation in information security",2014-02-06,"Vladimir Putin signed Executive Order On the Special Representative of the President of the Russian Federation for International Cooperation in Information Security.","http://eng.kremlin.ru/acts/6615"
"566","Law on the ratification of the Russian-Kyrgyzstani agreement on cooperation in the transportation, distribution and sale of natural gas",2014-02-04,"Vladimir Putin singed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Kyrgyzstan on Cooperation in the Transportation, Distribution and Sale of Natural Gas on the Territory of the Republic of Kyrgyzstan.","http://eng.kremlin.ru/acts/6603"
"567","Telephone conversation with Prime Minister of the United Kingdom David Cameron",2014-02-03,"Vladimir Putin had a telephone conversation with Prime Minister of the United Kingdom David Cameron.","http://eng.kremlin.ru/news/6601"
"568","Meeting with permanent members of the Security Council",2014-01-31,"Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6588"
"569","Telephone conversation with Federal Chancellor of Germany Angela Merkel",2014-01-29,"Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6583"
"570","Meeting with Government members",2014-01-29,"Vladimir Putin met with Government members to discuss improving legislation on land relations and housing construction, social development and a number of current issues, in particular financial and energy cooperation with Ukraine.","http://eng.kremlin.ru/news/6582"
"571","Meeting with Prime Minister of Greece Antonis Samaras",2014-01-28,"Vladimir Putin met with Prime Minister of Greece Antonis Samaras in Brussels, where the leaders discussed issues of bilateral cooperation.","http://eng.kremlin.ru/news/6577"
"572","Russia-EU Summit",2014-01-28,"Vladimir Putin took part in the Russia-EU summit meeting.","http://eng.kremlin.ru/news/6575"
"573","Vladimir Putin will visit Brussels on January 28",2014-01-24,"Mr Putin will visit Brussels on January 28 to take part in the 32nd Russia-European Union summit.","http://eng.kremlin.ru/news/6568"
"574","Meeting with permanent members of the Security Council",2014-01-24,"Vladimir Putin met with permanent members of the Security Council.","http://eng.kremlin.ru/news/6567"
"575","Meeting with President of Palestinian National Authority Mahmoud Abbas",2014-01-23,"Vladimir Putin met at his Novo-Ogaryovo residence with President of the Palestinian National Authority Mahmoud Abbas, who is in Russia on a working visit.","http://eng.kremlin.ru/news/6566"
"576","Telephone conversation with US President Barack Obama",2014-01-21,"Vladimir Putin had a telephone conversation with President of the United States Barack Obama on the American side’s initiative. The two presidents had a substantive discussion concerning the international conference on Syria, opening on January 22 in Montreux.","http://eng.kremlin.ru/news/6560"
"577","On January 23, Vladimir Putin is to meet with President of Palestinian National Authority Mahmoud Abbas",2014-01-21,"During their talks, the two leaders plan to discuss pressing issues of bilateral cooperation and regional security, including the Middle East settlement.","http://eng.kremlin.ru/news/6555"
"578","Meeting with Foreign Minister of Iran Mohammad Javad Zarif",2014-01-16,"Vladimir Putin received in the Kremlin the Foreign Minister of the Islamic Republic of Iran Mohammad Javad Zarif, who is in Russia on a working visit.","http://eng.kremlin.ru/news/6537"
"579","Presentation by foreign ambassadors of their letters of credence",2014-01-16,"Vladimir Putin received letters of credence from eighteen ambassadors to the Russian Federation. The ceremony took place in the Grand Kremlin Palace’s St Alexander Hall.","http://eng.kremlin.ru/news/6535"
"580","18 foreign ambassadors will present their letters of credence to Vladimir Putin on January 16",2014-01-15,"The ceremony will take place, as is tradition, in the Grand Kremlin Palace’s Alexander Hall.","http://eng.kremlin.ru/news/6530"
"581","Agreement of CIS member states on interstate search for people submitted to State Duma for ratification",2014-01-15,"Vladimir Putin submitted to the State Duma for ratification the Agreement of CIS Member States on Interstate Search for People.","http://eng.kremlin.ru/acts/6547"
"582","Meeting with Prime Minister of Hungary Viktor Orban",2014-01-14,"Vladimir Putin met at his Novo-Ogaryovo residence outside Moscow with Prime Minister of Hungary Viktor Orban, who is in Russia on a brief working visit.","http://eng.kremlin.ru/news/6525"
"583","Telephone conversation with Prime Minister of Israel Benjamin Netanyahu",2014-01-13,"Vladimir Putin had a telephone conversation with Prime Minister of Israel Benjamin Netanyahu.","http://eng.kremlin.ru/news/6520"
"584","Vladimir Putin will meet with Prime Minister of Hungary Viktor Orban on January 14",2014-01-13,"The state and development outlook for bilateral relations and measures to expand mutually advantageous trade and economic cooperation will be discussed at the meeting.","http://eng.kremlin.ru/news/6511"
"585","Telephone conversation with President of Iran Hassan Rouhani",2014-01-09,"Vladimir Putin had a telephone conversation with President of the Islamic Republic of Iran Hassan Rouhani.","http://eng.kremlin.ru/news/6498"
"586","Telephone conversation with Prime Minister of Israel Benjamin Netanyahu",2013-12-31,"At Israel’s initiative, Vladimir Putin had a telephone conversation with Israeli Prime Minister Benjamin Netanyahu.","http://eng.kremlin.ru/news/6481"
"587","Congratulation to foreign heads of state and government",2013-12-31,"Vladimir Putin sent Christmas and New Year congratulations to foreign heads of state and government and executives of international organisations.","http://eng.kremlin.ru/news/6480"
"588","Telephone conversation with President of Ukraine Viktor Yanukovych",2013-12-30,"Vladimir Putin had a telephone conversation with President of Ukraine Viktor Yanukovych.","http://eng.kremlin.ru/news/6473"
"589","Telephone conversation with UN Secretary-General Ban Ki-moon",2013-12-30,"Vladimir Putin had a telephone conversation with UN Secretary-General Ban Ki-moon.","http://eng.kremlin.ru/news/6474"
"590","Telephone conversation with President of France Francois Hollande",2013-12-30,"Vladimir Putin had a telephone conversation with President of France Francois Hollande.","http://eng.kremlin.ru/news/6472"
"591","Protocol to Agreement between Russia and Jordan on providing state loan ratified",2013-12-30,"Vladimir Putin signed Federal Law On Ratifying the Protocol to the Agreement Between the Government of the Russian Federation and the Government of the Hashemite Kingdom of Jordan Represented by the Armed Forces of Jordan on Providing a State Loan Dated December 28, 2006.","http://eng.kremlin.ru/acts/6507"
