"","country","country.code","office","office.holder","date.last.updated","date.retrieved"
"4724","Sudan","SU","Permanent Representative to the UN, New York"," ","01-21-2015","01-28-2015"
"4725","Suriname","NS","Pres.","Desire Delano BOUTERSE","10-22-2013","01-28-2015"
"4726","Suriname","NS","Vice Pres.","Robert AMEERALI","10-22-2013","01-28-2015"
"4727","Suriname","NS","Min. of Agriculture, Livestock, & Fisheries","Hendrik SETROWIDJOJO","10-22-2013","01-28-2015"
"4728","Suriname","NS","Min. of Defense","Lamure LATOUR","10-22-2013","01-28-2015"
"4729","Suriname","NS","Min. of Education & Community Development","Shirley SITALDIEN","10-22-2013","01-28-2015"
"4730","Suriname","NS","Min. of Finance","","10-22-2013","01-28-2015"
"4731","Suriname","NS","Min. of Foreign Affairs","Winston LACKIN","10-22-2013","01-28-2015"
"4732","Suriname","NS","Min. of Interior","Soewarto MOESTADJA","10-22-2013","01-28-2015"
"4733","Suriname","NS","Min. of Justice & Police","Edward BELFORT","10-22-2013","01-28-2015"
"4734","Suriname","NS","Min. of Labor & Technological Development","Michael MISKIN","10-22-2013","01-28-2015"
"4735","Suriname","NS","Min. of Natural Resources","Jim HOK","10-22-2013","01-28-2015"
"4736","Suriname","NS","Min. of Public Health","Michael BLOKLAND","10-22-2013","01-28-2015"
"4737","Suriname","NS","Min. of Public Works","Ramon ABRAHAMS","10-22-2013","01-28-2015"
"4738","Suriname","NS","Min. of Regional Development","Stanley BETTERSON","10-22-2013","01-28-2015"
"4739","Suriname","NS","Min. of Social Affairs & Housing","Alice AMAFO","10-22-2013","01-28-2015"
"4740","Suriname","NS","Min. of Spatial Planning, Land & Forest Management, & Environment","Ginmardo KROMOSOETO","10-22-2013","01-28-2015"
"4741","Suriname","NS","Min. of Sport & Youth Affairs","Ismanto ADNA","10-22-2013","01-28-2015"
"4742","Suriname","NS","Min. of Trade & Industry","Raymond SAPOEN","10-22-2013","01-28-2015"
"4743","Suriname","NS","Min. of Transport, Communication, & Tourism","Valisi PINAS","10-22-2013","01-28-2015"
"4744","Suriname","NS","Governor, Central Bank","Gilmore HOEFDRAAD","10-22-2013","01-28-2015"
"4745","Suriname","NS","Ambassador to the US","Jaques R. KROSS","10-22-2013","01-28-2015"
"4746","Suriname","NS","Permanent Representative to the UN, New York","Henry Leonard MAC-DONALD 

","10-22-2013","01-28-2015"
"4747","Swaziland","WZ","King","MSWATI III","07-21-2014","01-28-2015"
"4748","Swaziland","WZ","Prime Min.","Barnabus Sibusiso DLAMINI","07-21-2014","01-28-2015"
"4749","Swaziland","WZ","Dep. Prime Min.","Paul DLAMINI","07-21-2014","01-28-2015"
"4750","Swaziland","WZ","Min. of Agriculture","Moses VILAKATI","07-21-2014","01-28-2015"
"4751","Swaziland","WZ","Min. of Commerce, Industry, & Trade","Gideon DLAMINI","07-21-2014","01-28-2015"
"4752","Swaziland","WZ","Min. of Economic Planning & Development","HLANGUSEMPHI","07-21-2014","01-28-2015"
"4753","Swaziland","WZ","Min. of Education","Pheneas MAGAGULA","07-21-2014","01-28-2015"
"4754","Swaziland","WZ","Min. of Finance","Martin Gobisandla DLAMINI","07-21-2014","01-28-2015"
"4755","Swaziland","WZ","Min. of Foreign Affairs & Intl. Cooperation","Mgwagwa Sipho Benedict GAMEDZE","07-21-2014","01-28-2015"
"4756","Swaziland","WZ","Min. of Health","Sibongile NDLELA-SIMELANE","07-21-2014","01-28-2015"
"4757","Swaziland","WZ","Min. of Home Affairs","TSANDZILE","07-21-2014","01-28-2015"
"4758","Swaziland","WZ","Min. of Housing & Urban Development","Phiwayinkhosi MABUZA","07-21-2014","01-28-2015"
"4759","Swaziland","WZ","Min. of Information & Communications Technology","Dumisani NDLANGAMANDLA","07-21-2014","01-28-2015"
"4760","Swaziland","WZ","Min. of Justice & Constitutional Affairs","Sibusiso SHONGWE","07-21-2014","01-28-2015"
"4761","Swaziland","WZ","Min. of Labor & Social Security","Winnie MAGAGULA","07-21-2014","01-28-2015"
"4762","Swaziland","WZ","Min. of Natural Resources & Energy","Jabulile MASHWAMA","07-21-2014","01-28-2015"
"4763","Swaziland","WZ","Min. of Public Service","Magobetane MAMBA","07-21-2014","01-28-2015"
"4764","Swaziland","WZ","Min. of Public Works & Transport","Lindiwe DLAMINI","07-21-2014","01-28-2015"
"4765","Swaziland","WZ","Min. of Sports, Culture, & Youth Affairs","David NGCAMPHALALA","07-21-2014","01-28-2015"
"4766","Swaziland","WZ","Min. of Tinkhundla Admin.","Mduduzi DLAMINI","07-21-2014","01-28-2015"
"4767","Swaziland","WZ","Min. of Tourism & Environmental Affairs","Jabulani MABUZA","07-21-2014","01-28-2015"
"4768","Swaziland","WZ","Governor, Central Bank","Majozi SITHOLE","07-21-2014","01-28-2015"
"4769","Swaziland","WZ","Ambassador to the US","Abednigo Mandla NTSHANGASE","07-21-2014","01-28-2015"
"4770","Swaziland","WZ","Permanent Representative to the UN, New York","Zwelethu MNISI","07-21-2014","01-28-2015"
"4771","Sweden","SW","King","CARL XVI GUSTAF","10-14-2014","01-28-2015"
"4772","Sweden","SW","Prime Min.","Stefan LOFVEN","10-14-2014","01-28-2015"
"4773","Sweden","SW","Deputy Prime Min.","Asa ROMSON","10-14-2014","01-28-2015"
"4774","Sweden","SW","Min. for Children, the Elderly, & Gender Equality","Asa REGNER","10-14-2014","01-28-2015"
"4775","Sweden","SW","Min. for Climate & the Environment","Asa ROMSON","10-14-2014","01-28-2015"
"4776","Sweden","SW","Min. for Culture & Democracy","Alice Bah KUHNKE","10-14-2014","01-28-2015"
"4777","Sweden","SW","Min. for Defense","Peter HULTQVIST","10-14-2014","01-28-2015"
"4778","Sweden","SW","Min. for Education","Gustav FRIDOLIN","10-14-2014","01-28-2015"
"4779","Sweden","SW","Min. for Employment","Ylva JOHANSSON","10-14-2014","01-28-2015"
"4780","Sweden","SW","Min. for Energy","Ibrahim BAYLAN","10-14-2014","01-28-2015"
"4781","Sweden","SW","Min. for Enterprise & Innovation","Mikael DAMBERG","10-14-2014","01-28-2015"
"4782","Sweden","SW","Min. for Finance","Magdalena ANDERSSON","10-14-2014","01-28-2015"
"4783","Sweden","SW","Min. for Financial Markets & Consumer Affairs","Per BOLUND","10-14-2014","01-28-2015"
"4784","Sweden","SW","Min. for Foreign Affairs","Margot WALLSTROM","10-14-2014","01-28-2015"
"4785","Sweden","SW","Min. for Higher Education & Research","Helene Hellmark KNUTSSON","10-14-2014","01-28-2015"
"4786","Sweden","SW","Min. for Home Affairs","Anders YGEMAN","10-14-2014","01-28-2015"
"4787","Sweden","SW","Min. for Housing & Urban Development","Mehmet KAPLAN","10-14-2014","01-28-2015"
"4788","Sweden","SW","Min. for Infrastructure","Anna JOHANSSON","10-14-2014","01-28-2015"
"4789","Sweden","SW","Min. for Intl. Development Cooperation","Isabella LOVIN","10-14-2014","01-28-2015"
"4790","Sweden","SW","Min. for Justice & Migration","Morgan JOHANSSON","10-14-2014","01-28-2015"
"4791","Sweden","SW","Min. for Public Administration","Ardalan SHEKARABI","10-14-2014","01-28-2015"
"4792","Sweden","SW","Min. for Public Health, Health Care, & Sport","Gabriel WIKSTROM","10-14-2014","01-28-2015"
"4793","Sweden","SW","Min. for Rural Affairs","Sven-Erik BUCHT","10-14-2014","01-28-2015"
"4794","Sweden","SW","Min. for Social Security","Annika STRANDHALL","10-14-2014","01-28-2015"
"4795","Sweden","SW","Min. for Strategic Development & Nordic Cooperation","Kristina PERSSON","10-14-2014","01-28-2015"
"4796","Sweden","SW","Min. for Upper Secondary School, Adult Education, & Training","Aida HADZIALIC","10-14-2014","01-28-2015"
"4797","Sweden","SW","Governor, Swedish Central Bank","Stefan INGVES","10-14-2014","01-28-2015"
"4798","Sweden","SW","Ambassador to the US","Bjorn LYRVALL","10-14-2014","01-28-2015"
"4799","Sweden","SW","Permanent Representative to the UN, New York","Marten GRUNDITZ","10-14-2014","01-28-2015"
"4800","Switzerland","SZ","Pres., Swiss Confederation","Simonetta SOMMARUGA","01-20-2015","01-28-2015"
"4801","Switzerland","SZ","Vice Pres.","Johann SCHNEIDER-AMMANN","01-20-2015","01-28-2015"
"4802","Switzerland","SZ","Chief, Federal Dept. of Defense, Civil Protection, & Sports","Ueli MAURER","01-20-2015","01-28-2015"
"4803","Switzerland","SZ","Chief, Federal Dept. of Economic Affairs, Education, & Research","Johann SCHNEIDER-AMMANN","01-20-2015","01-28-2015"
"4804","Switzerland","SZ","Chief, Federal Dept. of Finance","Eveline WIDMER-SCHLUMPF","01-20-2015","01-28-2015"
"4805","Switzerland","SZ","Chief, Federal Dept. of Foreign Affairs","Didier BURKHALTER","01-20-2015","01-28-2015"
"4806","Switzerland","SZ","Chief, Federal Dept. of Home Affairs","Alain BERSET","01-20-2015","01-28-2015"
"4807","Switzerland","SZ","Chief, Federal Dept. of Justice & Police","Simonetta SOMMARUGA","01-20-2015","01-28-2015"
"4808","Switzerland","SZ","Chief, Federal Dept. of Transportation, Communication, & Energy","Doris LEUTHARD","01-20-2015","01-28-2015"
"4809","Switzerland","SZ","Federal Chancellor","Corina CASANOVA","01-20-2015","01-28-2015"
"4810","Switzerland","SZ","Pres., Swiss National Bank","Jean STURDER","01-20-2015","01-28-2015"
"4811","Switzerland","SZ","Ambassador to the US","Martin DAHINDEN","01-20-2015","01-28-2015"
"4812","Switzerland","SZ","Permanent Representative to the UN, New York","Paul SEGER","01-20-2015","01-28-2015"
"4813","Syria","SY","Pres.","Bashar al-ASAD","11-25-2014","01-28-2015"
"4814","Syria","SY","Vice Pres.","Najah al-ATTAR","11-25-2014","01-28-2015"
"4815","Syria","SY","Prime Min.","Wael al-HALQI","11-25-2014","01-28-2015"
"4816","Syria","SY","Dep. Prime Min.","Walid al-MUALEM","11-25-2014","01-28-2015"
"4817","Syria","SY","Dep. Prime Min. for Services Affairs","Umar Ibrahim GHALAWANJI","11-25-2014","01-28-2015"
"4818","Syria","SY","Min. of Admin. Development","Hassan al-NURI","11-25-2014","01-28-2015"
"4819","Syria","SY","Min. of Agriculture","Ahmad al-QADRI","11-25-2014","01-28-2015"
"4820","Syria","SY","Min. of Culture","Issam KHALIL","11-25-2014","01-28-2015"
"4821","Syria","SY","Min. of Defense","Fahd Jasim al-FURAYJ","11-25-2014","01-28-2015"
"4822","Syria","SY","Min. of Domestic Trade & Consumer Protection","Hassan SAFIYAH","11-25-2014","01-28-2015"
"4823","Syria","SY","Min. of Economy & Foreign Trade","Humam al-JAZIRI","11-25-2014","01-28-2015"
"4824","Syria","SY","Min. of Education","Hazwan al-WAZZ","11-25-2014","01-28-2015"
"4825","Syria","SY","Min. of Electricity","Imad Muhammad Deeb KHAMIS","11-25-2014","01-28-2015"
"4826","Syria","SY","Min. of Finance","Ismail ISMAIL","11-25-2014","01-28-2015"
"4827","Syria","SY","Min. of Foreign & Expatriate Affairs","Walid al-MUALEM","11-25-2014","01-28-2015"
"4828","Syria","SY","Min. of Health","Nizar Wehbe YAZIJI","11-25-2014","01-28-2015"
"4829","Syria","SY","Min. of Higher Education","Muhammad Amer MARDINI","11-25-2014","01-28-2015"
"4830","Syria","SY","Min. of Housing & Urban Development","Muhammad Walid GHAZAL","11-25-2014","01-28-2015"
"4831","Syria","SY","Min. of Industry","Kamal al-Din TUMAH","11-25-2014","01-28-2015"
"4832","Syria","SY","Min. of Information","Umran Ahid al-ZA'BI","11-25-2014","01-28-2015"
"4833","Syria","SY","Min. of the Interior","Muhammad Ibrahim al-SHA'AR","11-25-2014","01-28-2015"
"4834","Syria","SY","Min. of Justice","Najim Hamad al-AHMAD","11-25-2014","01-28-2015"
"4835","Syria","SY","Min. of Labor","Khalaf Sleiman al-ABDULLAH","11-25-2014","01-28-2015"
"4836","Syria","SY","Min. of Local Admin.","Umar Ibrahim GHALAWANJI","11-25-2014","01-28-2015"
"4837","Syria","SY","Min. of Petroleum & Mineral Wealth","Suleiman al-ABBAS","11-25-2014","01-28-2015"
"4838","Syria","SY","Min. of Presidential Affairs","Mansur Fadlallah AZZAM","11-25-2014","01-28-2015"
"4839","Syria","SY","Min. of Public Works","Hussein ARNUS","11-25-2014","01-28-2015"
"4840","Syria","SY","Min. of Religious Endowments","Muhammad Abd al-Sattar al-SAYYID","11-25-2014","01-28-2015"
"4841","Syria","SY","Min. of Social Affairs","Kinda al-SHAMMAT","11-25-2014","01-28-2015"
"4842","Syria","SY","Min. of Telecommunication & Technology","Muhammad Ghazi al-JALALI","11-25-2014","01-28-2015"
"4843","Syria","SY","Min. of Tourism","Bashar Riyad YAZIGI","11-25-2014","01-28-2015"
"4844","Syria","SY","Min. of Transport","Ghazqan KHAYRBIK","11-25-2014","01-28-2015"
"4845","Syria","SY","Min. of Water Resources","Kamal al-SHAYKHAH","11-25-2014","01-28-2015"
"4846","Syria","SY","Min. of State","Abdallah Khalil HUSAYN","11-25-2014","01-28-2015"
"4847","Syria","SY","Min. of State","Muhammad Muti'a MUAYYAD","11-25-2014","01-28-2015"
"4848","Syria","SY","Min. of State","Jamal Shaaban SHAHEEN","11-25-2014","01-28-2015"
"4849","Syria","SY","Min. of State","Hasib Elias SHAMMAS","11-25-2014","01-28-2015"
"4850","Syria","SY","Min. of State for Environmental Affairs","Nazira Farah SARKIS","11-25-2014","01-28-2015"
"4851","Syria","SY","Min. of State for National Reconciliation Affairs","Ali HAYDAR","11-25-2014","01-28-2015"
"4852","Syria","SY","Governor, Central Bank","Adib MAYALAH","11-25-2014","01-28-2015"
"4853","Syria","SY","Ambassador to the US"," ","11-25-2014","01-28-2015"
"4854","Syria","SY","Permanent Representative to the UN, New York","Bashar al-JAFARI","11-25-2014","01-28-2015"
"4855","Taiwan","TW","Pres.","MA Ying-jeou","08-09-2014","01-28-2015"
"4856","Taiwan","TW","Vice Pres.","WU Den-yih","08-09-2014","01-28-2015"
"4857","Taiwan","TW","Pres., Executive Yuan (Premier)","JIANG Yi-huah","08-09-2014","01-28-2015"
"4858","Taiwan","TW","Vice Pres., Executive Yuan (Vice Premier)","MAO Chi-kuo","08-09-2014","01-28-2015"
"4859","Taiwan","TW","Sec. Gen., Executive Yuan","LEE Shih-chuan","08-09-2014","01-28-2015"
"4860","Taiwan","TW","Dep. Sec. Gen., Executive Yuan","HSIAO Chia-chi (a.k.a. James HSIAO)","08-09-2014","01-28-2015"
"4861","Taiwan","TW","Spokesperson, Executive Yuan","SUN Lih-chyun","08-09-2014","01-28-2015"
"4862","Taiwan","TW","Pres., Control Yuan","CHANG Po-ya","08-09-2014","01-28-2015"
"4863","Taiwan","TW","Pres., Examination Yuan","KUAN Chung","08-09-2014","01-28-2015"
"4864","Taiwan","TW","Pres., Judicial Yuan","RAI Hau-min","08-09-2014","01-28-2015"
"4865","Taiwan","TW","Pres., Legislative Yuan","WANG Jin-pyng","08-09-2014","01-28-2015"
"4866","Taiwan","TW","Min. of Culture","LUNG Ying-tai","08-09-2014","01-28-2015"
"4867","Taiwan","TW","Min. of Economic Affairs","CHANG Chia-juch","08-09-2014","01-28-2015"
"4868","Taiwan","TW","Min. of Education","CHEN Der-hwa","08-09-2014","01-28-2015"
"4869","Taiwan","TW","Min. of Finance","CHANG Sheng-ford","08-09-2014","01-28-2015"
"4870","Taiwan","TW","Min. of Foreign Affairs","LIN Yung-lo (a.k.a. David Yung-lo LIN)","08-09-2014","01-28-2015"
"4871","Taiwan","TW","Min. of Health & Welfare","CHIU Wen-ta","08-09-2014","01-28-2015"
"4872","Taiwan","TW","Min. of Interior","CHEN Wei-zen","08-09-2014","01-28-2015"
"4873","Taiwan","TW","Min. of Justice","LUO Ying-shay","08-09-2014","01-28-2015"
"4874","Taiwan","TW","Min. of Labor","HAO Feng-ming","08-09-2014","01-28-2015"
"4875","Taiwan","TW","Min. of National Defense","YEN Ming","08-09-2014","01-28-2015"
"4876","Taiwan","TW","Min. of Science & Technology","CHANG San-cheng","08-09-2014","01-28-2015"
"4877","Taiwan","TW","Min. of Transportation & Communications","YEH Kuang-shih","08-09-2014","01-28-2015"
"4878","Taiwan","TW","Min. Without Portfolio","CHIANG Been-huang","08-09-2014","01-28-2015"
"4879","Taiwan","TW","Min. Without Portfolio","CHIEN Tai-lang","08-09-2014","01-28-2015"
"4880","Taiwan","TW","Min. Without Portfolio","DENG Chen-chung (a.k.a. John C. C. DENG)","08-09-2014","01-28-2015"
"4881","Taiwan","TW","Min. Without Portfolio","FENG Yen (a.k.a. Joyce Yen FENG)","08-09-2014","01-28-2015"
"4882","Taiwan","TW","Min. Without Portfolio","HSU Chun-ya (a.k.a. Jack HSU)","08-09-2014","01-28-2015"
"4883","Taiwan","TW","Min. Without Portfolio","KUAN Chung-ming","08-09-2014","01-28-2015"
"4884","Taiwan","TW","Min. Without Portfolio","LIN Junq-tzer","08-09-2014","01-28-2015"
"4885","Taiwan","TW","Min. Without Portfolio","TSAI Yu-ling (a.k.a. Jaclyn TSAI)","08-09-2014","01-28-2015"
"4886","Taiwan","TW","Min. Without Portfolio","YANG Chiu-hsing","08-09-2014","01-28-2015"
"4887","Taiwan","TW","Min., Council of Agriculture","CHEN Bao-ji","08-09-2014","01-28-2015"
"4888","Taiwan","TW","Min., Atomic Energy Council","TSAI Chuen-horng","08-09-2014","01-28-2015"
"4889","Taiwan","TW","Min., Central Election Commission","","08-09-2014","01-28-2015"
"4890","Taiwan","TW","Min., Coast Guard Administration","WANG Ginn-wang","08-09-2014","01-28-2015"
"4891","Taiwan","TW","Min., National Development Council","KUAN Chung-ming","08-09-2014","01-28-2015"
"4892","Taiwan","TW","Min., Hakka Affairs Council","LIU Ching-chung","08-09-2014","01-28-2015"
"4893","Taiwan","TW","Min., Council of Indigenous Peoples","LIN Chiang-yi (a.k.a. Mayaw Dongi)","08-09-2014","01-28-2015"
"4894","Taiwan","TW","Min., Directorate Gen. of Budget, Accounting, & Statistics","SHIH Su-mei","08-09-2014","01-28-2015"
"4895","Taiwan","TW","Min., Directorate Gen. of Personnel Admin.","HUANG Fu-yuan","08-09-2014","01-28-2015"
"4896","Taiwan","TW","Min., Environmental Protection Admin.","WEI Kuo-yen","08-09-2014","01-28-2015"
"4897","Taiwan","TW","Min., Financial Supervisory Commission","TSENG Ming-chung","08-09-2014","01-28-2015"
"4898","Taiwan","TW","Min., Mainland Affairs Council","WANG Yu-chi","08-09-2014","01-28-2015"
"4899","Taiwan","TW","Min., Mongolian & Tibetan Affairs Commission","TSAI Yu-ling (a.k.a Jaclyn TSAI)","08-09-2014","01-28-2015"
"4900","Taiwan","TW","Min., National Communications Commission","SHYR Shyr-hau","08-09-2014","01-28-2015"
"4901","Taiwan","TW","Min., Overseas Community Affairs Council","CHEN Shyh-kwei (a.k.a. Steven S. K. CHEN)","08-09-2014","01-28-2015"
"4902","Taiwan","TW","Min., Public Construction Commission","HSU Chun-yat (a.k.a. Jack HSU)","08-09-2014","01-28-2015"
"4903","Taiwan","TW","Min., Veterans Affairs Commission","TUNG Hsiang-lung","08-09-2014","01-28-2015"
"4904","Taiwan","TW","Chmn., Fair Trade Commission","WU Shiow-ming","08-09-2014","01-28-2015"
"4905","Taiwan","TW","Dir., National Palace Museum","FUNG Ming-chu","08-09-2014","01-28-2015"
"4906","Taiwan","TW","Governor, Central Bank of the Republic of China (Taiwan)","PERNG Fai-nan","08-09-2014","01-28-2015"
"4907","Taiwan","TW","Representative to the US","SHEN Lyushun","08-09-2014","01-28-2015"
"4908","Tajikistan","TI","Pres.","Emomali RAHMON","01-26-2015","01-28-2015"
"4909","Tajikistan","TI","Prime Min.","Qohir RASULZODA","01-26-2015","01-28-2015"
"4910","Tajikistan","TI","First Dep. Prime Min.","Davlatali SAID","01-26-2015","01-28-2015"
"4911","Tajikistan","TI","Dep. Prime Min.","Murodali ALIMARDON","01-26-2015","01-28-2015"
"4912","Tajikistan","TI","Dep. Prime Min.","Azim IBROHIM","01-26-2015","01-28-2015"
"4913","Tajikistan","TI","Dep. Prime Min.","Marhabo JABBORI","01-26-2015","01-28-2015"
"4914","Tajikistan","TI","Min. of Agriculture","Qosim ROHBAR","01-26-2015","01-28-2015"
"4915","Tajikistan","TI","Min. of Culture","Shamsiddin ORUMBEKZODA","01-26-2015","01-28-2015"
"4916","Tajikistan","TI","Min. of Defense","Sherali MIRZO","01-26-2015","01-28-2015"
"4917","Tajikistan","TI","Min. of Economic Development & Trade","Sharif RAHIMZODA","01-26-2015","01-28-2015"
"4918","Tajikistan","TI","Min. of Education & Science","Nuriddin SAID","01-26-2015","01-28-2015"
"4919","Tajikistan","TI","Min. of Energy & Water Resources","Usmonali USMONZODA","01-26-2015","01-28-2015"
"4920","Tajikistan","TI","Min. of Finance","Abdusalom QURBONOV","01-26-2015","01-28-2015"
"4921","Tajikistan","TI","Min. of Foreign Affairs","Sirojidin ASLOV","01-26-2015","01-28-2015"
"4922","Tajikistan","TI","Min. of Health & Public Safety","Nusratullo SALIMZODA","01-26-2015","01-28-2015"
"4923","Tajikistan","TI","Min. of Industry & New Technologies","Shavkat BOBOZODA","01-26-2015","01-28-2015"
"4924","Tajikistan","TI","Min. of Internal Affairs","Ramazon RAHIMZODA","01-26-2015","01-28-2015"
"4925","Tajikistan","TI","Min. of Justice","Rustam SHOHMUROD","01-26-2015","01-28-2015"
"4926","Tajikistan","TI","Min. of Labor, Migration, & Public Employment","Sumangul TAGHOYZODA","01-26-2015","01-28-2015"
"4927","Tajikistan","TI","Min. of Transport","Khayrullo ASOZODA","01-26-2015","01-28-2015"
"4928","Tajikistan","TI","Chmn., State Committee for National Security","Saymumin YATIMOV","01-26-2015","01-28-2015"
"4929","Tajikistan","TI","Prosecutor Gen.","Yusuf RAHMONOV","01-26-2015","01-28-2015"
"4930","Tajikistan","TI","Dir., Drug Control Agency","Rustam NAZARZODA","01-26-2015","01-28-2015"
"4931","Tajikistan","TI","Chmn., National Bank of Tajikistan","Abdujabbor SHIRINOV","01-26-2015","01-28-2015"
"4932","Tajikistan","TI","Ambassador to the US","Farhod SALIM","01-26-2015","01-28-2015"
"4933","Tajikistan","TI","Permanent Representative to the UN, New York","Mahmadamin MAHMADAMINOV","01-26-2015","01-28-2015"
"4934","Tanzania","TZ","Pres.","Jakaya Mrisho KIKWETE","11-07-2014","01-28-2015"
"4935","Tanzania","TZ","Vice Pres.","Mohamed Gharib BILAL","11-07-2014","01-28-2015"
"4936","Tanzania","TZ","Prime Min.","Mizengo Kayanza Peter PINDA","11-07-2014","01-28-2015"
"4937","Tanzania","TZ","Pres. of Zanzibar","Ali Mohamed SHEIN","11-07-2014","01-28-2015"
"4938","Tanzania","TZ","Min. for Agriculture, Food Security, & Cooperatives","Christopher Kajoro CHIZA","11-07-2014","01-28-2015"
"4939","Tanzania","TZ","Min. for Communication, Science, & Technology","Makame Mnyaa MBARAWA","11-07-2014","01-28-2015"
"4940","Tanzania","TZ","Min. for Community Development, Gender, & Children","Sofia Mattayo SIMBA","11-07-2014","01-28-2015"
"4941","Tanzania","TZ","Min. for Defense & National Service","Hussein Ali MWINYI","11-07-2014","01-28-2015"
"4942","Tanzania","TZ","Min. for East African Cooperation","Samwel John SITTA","11-07-2014","01-28-2015"
"4943","Tanzania","TZ","Min. for Education & Vocational Training","Shukuru Jumanne KAWAMBWA","11-07-2014","01-28-2015"
"4944","Tanzania","TZ","Min. for Energy & Mineral Resources","Sospeter Mwijarubi MUHONGO","11-07-2014","01-28-2015"
"4945","Tanzania","TZ","Min. for Finance & Economic Affairs","Saada Mkuya SALUM","11-07-2014","01-28-2015"
"4946","Tanzania","TZ","Min. for Foreign Affairs & Intl. Cooperation","Bernard Kamillius MEMBE","11-07-2014","01-28-2015"
"4947","Tanzania","TZ","Min. for Health & Social Welfare","Seif RASHID","11-07-2014","01-28-2015"
"4948","Tanzania","TZ","Min. for Home Affairs","Mathias Meinrad CHIKAWE","11-07-2014","01-28-2015"
"4949","Tanzania","TZ","Min. for Industry, Trade, & Marketing","Abdallah Omar KIGODA","11-07-2014","01-28-2015"
"4950","Tanzania","TZ","Min. for Information, Youth, Culture, & Sports","Fenella Ephraim MUKANGARA","11-07-2014","01-28-2015"
"4951","Tanzania","TZ","Min. for Justice & Constitutional Affairs","Asha-Rose Mtengeti-MIGIRO","11-07-2014","01-28-2015"
"4952","Tanzania","TZ","Min. for Labor & Employment","Gaudentia Mugosi KABAKA","11-07-2014","01-28-2015"
"4953","Tanzania","TZ","Min. for Lands & Human Settlements Development","Anna Kajumulo TIBAIJUKA","11-07-2014","01-28-2015"
"4954","Tanzania","TZ","Min. for Livestock & Fisheries","Titus KAMANI","11-07-2014","01-28-2015"
"4955","Tanzania","TZ","Min. for Natural Resources & Tourism","Lazaro NYALANDU","11-07-2014","01-28-2015"
"4956","Tanzania","TZ","Min. for Transport","Harrison George MWAKYEMBE","11-07-2014","01-28-2015"
"4957","Tanzania","TZ","Min. for Water","Jumanne Abdallah MAGHEMBE","11-07-2014","01-28-2015"
"4958","Tanzania","TZ","Min. for Works","John Pombe Joseph MAGUFULI","11-07-2014","01-28-2015"
"4959","Tanzania","TZ","Min. Without Portfolio","Mark James MWANDOSYA","11-07-2014","01-28-2015"
"4960","Tanzania","TZ","Min. of State for Good Governance, President's Office","George Huruma MKUCHIKA","11-07-2014","01-28-2015"
"4961","Tanzania","TZ","Min. of State for Public Service Management, President's Office","Celina Ompeshi KOMBANI","11-07-2014","01-28-2015"
"4962","Tanzania","TZ","Min. of State for Social Relations & Coordination, President's Office","Stephen Masatu WASIRA","11-07-2014","01-28-2015"
"4963","Tanzania","TZ","Min. of State for Environment, Vice President's Office","Binilith MAHENGE","11-07-2014","01-28-2015"
"4964","Tanzania","TZ","Min. of State for Union Affairs, Vice President's Office","Samia Hassan SULUHU","11-07-2014","01-28-2015"
"4965","Tanzania","TZ","Min. of State for Investment & Empowerment, Prime Minister's Office","Mary Michael NAGU","11-07-2014","01-28-2015"
"4966","Tanzania","TZ","Min. of State for Policy, Coordination, & Parliamentary Affairs, Prime Minister's Office","William Vangimembe LUKUVI","11-07-2014","01-28-2015"
"4967","Tanzania","TZ","Min. of State for Regional Admin. & Local Govt., Prime Minister's Office","Hawa Abdulrahman GHASIA","11-07-2014","01-28-2015"
"4968","Tanzania","TZ","Attorney Gen.","Frederick Mwita WEREMA","11-07-2014","01-28-2015"
"4969","Tanzania","TZ","Governor, Central Bank","Benno NDULU","11-07-2014","01-28-2015"
"4970","Tanzania","TZ","Ambassador to the US","Liberata Rutageruka MULAMULA","11-07-2014","01-28-2015"
"4971","Tanzania","TZ","Permanent Representative to the UN, New York","Tuvako Nathaniel MANONGI","11-07-2014","01-28-2015"
"4972","Thailand","TH","King","PHUMIPHON Adunyadet","09-23-2014","01-28-2015"
"4973","Thailand","TH","Interim Prime Min.","PRAYUT Chan-ocha","09-23-2014","01-28-2015"
"4974","Thailand","TH","Dep. Prime Min.","PRAWIT Wongsuwan","09-23-2014","01-28-2015"
"4975","Thailand","TH","Dep. Prime Min.","PRIDIYATHON Thewakun","09-23-2014","01-28-2015"
"4976","Thailand","TH","Dep. Prime Min.","THANASAK Patimaprakon","09-23-2014","01-28-2015"
"4977","Thailand","TH","Dep. Prime Min.","WISSANU Krea-ngam","09-23-2014","01-28-2015"
"4978","Thailand","TH","Dep. Prime Min.","YONGYUT Yutthawong","09-23-2014","01-28-2015"
"4979","Thailand","TH","Min. to the Prime Min.'s Office","PANADDA Diskun","09-23-2014","01-28-2015"
"4980","Thailand","TH","Min. to the Prime Min.'s Office","SUWAPHAN Tanyuwattana","09-23-2014","01-28-2015"
"4981","Thailand","TH","Min. of Agriculture & Cooperatives","PETIPONG Pungbun Na Ayutthaya","09-23-2014","01-28-2015"
"4982","Thailand","TH","Min. of Commerce","CHATCHAI Sarikanya","09-23-2014","01-28-2015"
"4983","Thailand","TH","Min. of Culture","WIRA Rotphotchanarat","09-23-2014","01-28-2015"
